Flow_Index,Simulated_IP,Predicted_Label,Actual_Label,Action,Timestamp
848,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.900218
849,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.900218
850,192.168.1.12,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.900218
851,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.900218
852,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.900218
853,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.900218
854,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.900218
855,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.900218
856,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.900218
857,10.0.0.10,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.900218
858,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.900218
859,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.900218
860,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:41.900218
861,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.900218
862,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.900218
863,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:41.900218
864,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.900218
865,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.900218
866,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.900218
867,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.900218
868,192.168.1.38,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.900218
869,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.916843
870,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.917631
871,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.918309
872,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.918661
873,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.919729
874,192.168.1.10,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.920712
875,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:41.921712
876,192.168.1.10,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.922125
877,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.922125
878,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.922125
879,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.922125
880,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.922125
881,10.0.0.10,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.922125
882,10.0.0.10,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.922125
883,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.922125
884,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.922125
885,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.927852
886,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.928863
887,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.929870
888,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.930865
889,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:41.930865
890,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.931864
891,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.932865
892,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.933865
893,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.934865
894,192.168.1.6,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.934865
895,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.935865
896,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.936867
897,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.937865
898,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.938800
899,192.168.1.39,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.938800
900,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.939883
901,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:41.939883
902,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.941741
903,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.941741
904,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.941741
905,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.941741
906,192.168.1.2,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.941741
907,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.941741
908,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.941741
909,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.941741
910,192.168.1.12,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.948628
911,192.168.1.31,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.948628
912,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.949642
913,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.950642
914,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.951641
915,192.168.1.12,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.951641
916,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.952641
917,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.953641
918,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.954641
919,192.168.1.6,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.954641
920,192.168.1.31,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.955641
921,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:41.956542
922,192.168.1.27,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.957609
923,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:41.958609
924,10.0.0.6,DDoS,DDoS,BLOCKED,2026-06-23 15:00:41.959122
925,192.168.1.7,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.960135
926,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.960135
927,192.168.1.22,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.961135
928,192.168.1.27,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.962481
929,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.963325
930,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.963325
931,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.963325
932,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.963325
933,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:41.963325
934,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.963325
935,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.963325
936,10.0.0.6,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:41.963325
937,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.963325
938,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.963325
939,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.969521
940,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.970277
941,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.970277
942,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.970277
943,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.970277
944,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.970277
945,192.168.1.27,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.970277
946,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.970277
947,192.168.1.13,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.970277
948,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.976492
949,192.168.1.24,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.976492
950,192.168.1.40,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.977730
951,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.978734
952,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.979749
953,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:41.980737
954,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.980737
955,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:41.981736
956,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.982735
957,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.983654
958,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:41.984356
959,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.984356
960,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.985427
961,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.986426
962,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:41.986426
963,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:41.987426
964,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:41.988426
965,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.989426
966,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.990271
967,192.168.1.36,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.991039
968,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.991039
969,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.991039
970,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.991039
971,192.168.1.6,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.991039
972,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.991039
973,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.991039
974,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.991039
975,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:41.997296
976,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:41.997969
977,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.997969
978,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.997969
979,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:41.997969
980,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.997969
981,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:41.997969
982,192.168.1.31,BENIGN,BENIGN,PASSED,2026-06-23 15:00:41.997969
983,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:41.997969
984,192.168.1.16,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.004193
985,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.005310
986,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.005310
987,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.006250
988,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.007540
989,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.007540
990,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.008539
991,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.009540
992,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.009540
993,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.011119
994,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.011751
995,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.011751
996,192.168.1.22,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.011751
997,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.011751
998,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.011751
999,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:42.011751
1000,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.011751
1001,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.011751
1002,192.168.1.38,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.018068
1003,192.168.1.38,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.018068
1004,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.019190
1005,192.168.1.10,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.020189
1006,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.020189
1007,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.021189
1008,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.022189
1009,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.023193
1010,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.023193
1011,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.024189
1012,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.025171
1013,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.025794
1014,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.026868
1015,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.026868
1016,192.168.1.13,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.027868
1017,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.028868
1018,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.028868
1019,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.029868
1020,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.030867
1021,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.031868
1022,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:42.032521
1023,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.033054
1024,192.168.1.31,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.034093
1025,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.034858
1026,10.0.0.7,DDoS,DDoS,BLOCKED,2026-06-23 15:00:42.034858
1027,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.034858
1028,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.034858
1029,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.034858
1030,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.034858
1031,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.039804
1032,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.039804
1033,192.168.1.22,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.039804
1034,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.039804
1035,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.039804
1036,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.039804
1037,192.168.1.34,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.039804
1038,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.039804
1039,192.168.1.1,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.039804
1040,192.168.1.10,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.045983
1041,192.168.1.27,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.047098
1042,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.048086
1043,10.0.0.2,DDoS,DDoS,BLOCKED,2026-06-23 15:00:42.049089
1044,192.168.1.31,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.050088
1045,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.050088
1046,192.168.1.22,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.051088
1047,192.168.1.40,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.052088
1048,10.0.0.7,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.052088
1049,10.0.0.2,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.052088
1050,192.168.1.22,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.053088
1051,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.054221
1052,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.054221
1053,192.168.1.21,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.055218
1054,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.056224
1055,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.057228
1056,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:42.057228
1057,192.168.1.40,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.058744
1058,10.0.0.2,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.058744
1059,192.168.1.16,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.058744
1060,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.059758
1061,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.060758
1062,10.0.0.2,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.060758
1063,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.060758
1064,10.0.0.2,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.060758
1065,10.0.0.2,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.060758
1066,192.168.1.29,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.060758
1067,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.060758
1068,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.060758
1069,192.168.1.2,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.060758
1070,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.060758
1071,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.060758
1072,192.168.1.4,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.060758
1073,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.060758
1074,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.060758
1075,10.0.0.6,DDoS,DDoS,BLOCKED,2026-06-23 15:00:42.060758
1076,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.060758
1077,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.070733
1078,192.168.1.16,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.071052
1079,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.071924
1080,192.168.1.27,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.072934
1081,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.073933
1082,192.168.1.12,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.074750
1083,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.074750
1084,10.0.0.3,DDoS,DDoS,BLOCKED,2026-06-23 15:00:42.075840
1085,192.168.1.6,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.075840
1086,192.168.1.40,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.075840
1087,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.075840
1088,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.075840
1089,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.075840
1090,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.080722
1091,192.168.1.38,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.080722
1092,10.0.0.3,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.080722
1093,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.081731
1094,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.082730
1095,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.083730
1096,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.084736
1097,10.0.0.5,DDoS,DDoS,PASSED,2026-06-23 15:00:42.084736
1098,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:42.085735
1099,192.168.1.30,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.086735
1100,10.0.0.5,DDoS,DDoS,BLOCKED,2026-06-23 15:00:42.087735
1101,192.168.1.35,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.088739
1102,192.168.1.11,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.088739
1103,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.089808
1104,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.090808
1105,192.168.1.23,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.091808
1106,192.168.1.38,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.091808
1107,10.0.0.5,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.091808
1108,192.168.1.28,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.092808
1109,10.0.0.5,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.092808
1110,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.093808
1111,192.168.1.20,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.094536
1112,192.168.1.13,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.095344
1113,192.168.1.25,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.095344
1114,192.168.1.31,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.096513
1115,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.097542
1116,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.098525
1117,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.099522
1118,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.099522
1119,192.168.1.23,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.100528
1120,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.101519
1121,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.101519
1122,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.102583
1123,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:42.103580
1124,192.168.1.26,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.103580
1125,10.0.0.5,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.103580
1126,10.0.0.1,DDoS,DDoS,PASSED,2026-06-23 15:00:42.105019
1127,192.168.1.37,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.105019
1128,10.0.0.1,DDoS,DDoS,BLOCKED,2026-06-23 15:00:42.105019
1129,192.168.1.39,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.105019
1130,192.168.1.32,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.108496
1131,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.109328
1132,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.109328
1133,192.168.1.39,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.109328
1134,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.109328
1135,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.112585
1136,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.113600
1137,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.113600
1138,10.0.0.5,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.114600
1139,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.114600
1140,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.115600
1141,10.0.0.1,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.115600
1142,10.0.0.5,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.115600
1143,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.116600
1144,192.168.1.3,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.116600
1145,10.0.0.10,DDoS,DDoS,PASSED,2026-06-23 15:00:42.116600
1146,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.116600
1147,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.116600
1148,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.116600
1149,10.0.0.5,DROPPED,DDoS,BLOCKED,2026-06-23 15:00:42.116600
1150,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.122377
1151,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.123038
1152,192.168.1.12,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.123038
1153,10.0.0.4,DDoS,DDoS,PASSED,2026-06-23 15:00:42.123038
1154,192.168.1.9,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.123038
1155,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.123038
1156,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.123038
1157,192.168.1.34,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.123038
1158,192.168.1.33,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.123038
1159,192.168.1.18,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.129443
1160,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.129443
1161,192.168.1.17,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.130457
1162,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.131457
1163,192.168.1.19,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.131457
1164,192.168.1.22,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.132456
1165,192.168.1.8,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.133457
1166,10.0.0.8,DDoS,DDoS,PASSED,2026-06-23 15:00:42.134459
1167,192.168.1.5,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.134459
1168,10.0.0.3,DDoS,DDoS,PASSED,2026-06-23 15:00:42.135457
1169,192.168.1.15,BENIGN,BENIGN,PASSED,2026-06-23 15:00:42.136373
1170,10.0.0.7,DDoS,DDoS,PASSED,2026-06-23 15:00:42.137106
1171,10.0.0.9,DDoS,DDoS,PASSED,2026-06-23 15:00:42.138185
1172,10.0.0.6,DDoS,DDoS,PASSED,2026-06-23 15:00:42.138185
1173,10.0.0.2,DDoS,DDoS,PASSED,2026-06-23 15:00:42.139171
